name;categorie;sous-categorie
VIR INST BERTHOU STEVAN OU;CA;Paiement client
VIR BPCE VIE;CA;Paiement client
VIR INST OPERA PRINT;;
VIR ADYEN N.V. TX47444461300XT TX47444461300XT;CA;Paiement client
VIR OZUP - KERDEV VIR-ERREUR;CA;Paiement client
VIR URSSAF ILE DE FRANCE;CA;Paiement client
VIR FOYER SOCIO EDUCATIF A;CA;Paiement client
VIR GIVAUDAN TREASURY INTERN;CA;Paiement client
VIR VINCI CONSTRUCTION GRAND;CA;Paiement client
VIR ADYEN N.V. TX47629768000XT TX47629768000XT;CA;Paiement client
VIR ADYEN N.V. TX48217126200XT TX48217126200XT;CA;Paiement client
VIR CSEC RATP ECLIPSO HOLDING;CA;Paiement client
VIR ADYEN N.V. TX48399886000XT TX48399886000XT;CA;Paiement client
VIR ADYEN N.V. TX48587506800XT TX48587506800XT;CA;Paiement client
VIR SETEC ITS;CA;Paiement client
VIR EMISSIVE RGLT;Redevance payée;
PRLV SEPA GOCARDLESS D-002EJCBAMVTX ONE;;
VIR INST LINKIA;;
VIR FLUX ECLIPSO H ECLIPSO;CAPEX;Interco
VIR FREY RIVIERA FC;Fournisseurs;Achat courant
FLUX SP D-SP CAGNES SUR;CAPEX;Interco
FLUX SPD - SP CAGNES;CAPEX;Interco
VIR LEICON PF;Fournisseurs;Achat courant
VIR INST B&B PROFORMA BU476825/;Fournisseurs;Achat courant
VIR LEISURE CONSULTING COMPA;CA;Paiement client
VIR FLUX SP VDE CIC;CAPEX;Interco
VIR DOMAINE DE MONTJOIE VIR.;CA;Paiement client
PRLV SEPA APPIE VIA MOLLIE;Fournisseurs;Achat courant
VIR ADYEN N.V. TX48742066700XT TX48742066700XT;CA;Paiement client
VIR MLLE ARMAND ANAIS REFERENCE;CA;Paiement client
VIR GRANGEIA SANDRINE RESERVATION;CA;Paiement client
VIR SEPA SPEEDPARK HOLDING;CAPEX;Interco
VIR AETHER FINANCIAL SERVICE;CA;Paiement client
VIR INST BUREAU VERITAS;Fournisseurs;Achat courant
VIR INST M.OU MME HAMMECKER;CA;Paiement client
VIR SGC LE TOUVET;CA;Paiement client
VIR SASP GRENOBLE FOOT;CA;Paiement client
VIR SII FRANCE;CA;Paiement client
VIR SARL ALAIN ROUSSEAU IMMO;CA;Paiement client
VIR JUDO CLUB D ANJOU;CA;Paiement client
VIR SAS TERRA NOVA REFERENCE;CA;Paiement client
VIR ENTREPRISE H. REINIER;CA;Paiement client
VIR IRON WILL FRANCE;CA;Paiement client
VIR CASI DE NANTES FACTURE;CA;Paiement client
VIR INST JFB GS SARL;CA;Paiement client
VIR COMPLETUDE;CA;Paiement client
VIR SETEC HYDRATEC;CA;Paiement client
VIR GESTBOUCH;CA;Paiement client
VIR ONET SERVICES;CA;Paiement client
VIR ESPL FACT FORT BOYARD;CA;Paiement client
VIR SOPREMA ENTREPRISES;CA;Paiement client
VIR MONNIER;CA;Paiement client
VIR ADYEN N.V. TX48053717200XT TX48053717200XT;CA;Paiement client
VIR INST EPIKTET EPIKTET;CA;Paiement client
VIR TD ANGERS TOMMYS;CA;Paiement client
VIR MIEL VIR SEPA;CA;Paiement client
VIR FUCHS LUBRIFIANT FRANCE FRE;CA;Paiement client
VIR ADYEN N.V. TX47629767600XT TX47629767600XT;CA;Paiement client
VIR SARL R M E;CA;Paiement client
VIR BUYIN;CA;Paiement client
VIR ALMOND SAS;CA;Paiement client
VIR ADYEN N.V. TX47819879500XT TX47819879500XT;CA;Paiement client
VIR MAREVCOM GROUPE SYNGENTA -;CA;Paiement client
VIR ADYEN N.V. TX48013572500XT TX48013572500XT;CA;Paiement client
VIR FARJOTS GOUSSEAU;CA;Paiement client
VIR ANEO DEVIS;CA;Paiement client
VIR ADYEN N.V. TX48217125300XT TX48217125300XT;CA;Paiement client
VIR DGFIP SCBCM ECOLOGIE;CA;Paiement client
VIR SPVA FACTURE;CA;Paiement client
VIR LIDL;CA;Paiement client
VIR INST THF REGLEMENT DEVIS;CA;Paiement client
VIR ADYEN N.V. TX48399885200XT TX48399885200XT;CA;Paiement client
VIR PATRICK GERBER E FBA;CA;Paiement client
VIR OUEST ALU;CA;Paiement client
VIR ADYEN N.V. TX48587506000XT TX48587506000XT;CA;Paiement client
VIR SGC BOULOGNE BILLANCOURT;CA;Paiement client
VIR JFB GS SARL;CA;Paiement client
VIR INST FRERES TOQUE;CA;Paiement client
VIR CSE DE BEAULIEU;CA;Paiement client
VIR GOURET SA;CA;Paiement client
VIR SCANIA FRANCE;CA;Paiement client
VIR LINKT;CA;Paiement client
VIR MLLE MELANIE BRISSON;CA;Paiement client
VIR DE FIC EXPERTISE;CA;Paiement client
VIR INST PROXELIA N°;Fournisseurs;Achat courant
VIR EPHEMERA ATOLL;CA;Paiement client
VIR SGC ANGERS;CA;Paiement client
VIR INST ASSOC. BDE INSTITUT;CA;Paiement client
VIR LASER SYSTEM DEVIS;CA;Paiement client
VIR DE SARL DURAND TOURISME;CA;Paiement client
VIR AXIMPRO DEUTSCHLAND GMBH;CA;Paiement client
VIR UGECAM LANGUEDOC ROUSSIL;CA;Paiement client
VIR NICOLLIN;Fournisseurs;Achat courant
VIR INST SYLANCE DEVIS;CA;Paiement client
FLUX FAB BDX - FAB;CA;Paiement client
VIR INST HAOUARI BERRAYAH;CA;Paiement client
VIR SIFCO SELECT;CA;Paiement client
VIR CWT MEO;CA;Paiement client
VIR JEROME JULIEN DEVIS;CA;Paiement client
VIR OPTEOR IMMOTIC;CA;Paiement client
VIR CMCAS ESSONNE;CA;Paiement client
VIR ITM ALIMENTAIRE INTERNAT;CA;Paiement client
VIR BRICO DEPOT;CA;Paiement client
VIR STEF TRANSPORT PARIS AT;CA;Paiement client
VIR INST BRUNEAU;Fournisseurs;Achat courant
VIR INST GEOFFREY AVANCE NDF;Fournisseurs;Achat courant
VIR FLUX OLC - FBA;CAPEX;Interco
VIR CRC COMMANDE;Fournisseurs;Achat courant
VIR LA MONDIALE GROUPE;CA;Paiement client
VIR EMALEC CV;CA;Paiement client
VIR SOGEDESCA;CA;Paiement client
VIR INST GOMIS BAFETIBI OU;CA;Paiement client
VIR SARL AYVAD ECLIPSO-SOLDE;CA;Paiement client
VIR SGC NORD DROME;CA;Paiement client
VIR CPAM RHONE;CA;Paiement client
VIR PHARMASYS SOLDE FAC;CA;Paiement client
VIR FLUX SP TOURCOING -;CAPEX;Interco
VIR TROPHEES DES VAINQUEURS ACOMPTE;CA;Paiement client
VIR ASS CENTRES SOCIAUX WATT;CA;Paiement client
VIR COMITE DES OEUVRES SOCIA;CA;Paiement client
VIR LMC VIR SEPA;CA;Paiement client
VIR INST GINGER FA;Fournisseurs;Achat courant
VIR ENSOL PF;Fournisseurs;Achat courant
VIR FLUX SP D-SP CAGNES;CAPEX;Interco
VIR ASJ INGENIERIA-FAC;Fournisseurs;Achat courant
VIR CSE TYCO ELECTRONICS JUSTIFICATIF;CA;Paiement client
PRLV SEPA CEP TRESO SANTE;Fournisseurs;Achat courant
VIR CSE SCHNEIDER ELECTRIC;CA;Paiement client
VIR FLUX SPH GF -;CAPEX;Interco
VIR CSE THALES LAS FRANCE;CA;Paiement client
VIR DE CE BC LAB;CA;Paiement client
FLUX GF BEAUNE - SP;CA;Paiement client
VIR REMB FLUX KSP;CAPEX;Interco
VIR REMB PRET IQ;CAPEX;Amortissement
VIR INST HONOS MAYER BROWN;Fournisseurs;Achat courant
VIR INST HONOS NABARRO;Fournisseurs;Achat courant
VIR FLUX SPH - CHAMBLY;CAPEX;Interco
PRLV SEPA OVH SAS TWLN32241002F;Fournisseurs;Achat courant
VIR FLUX SPH - LINDY;CAPEX;Interco
PRLV SEPA OVH SAS TWLN32590956F;Fournisseurs;Achat courant
VIR DPD FRANCE SAS;CA;Paiement client
PRLV SEPA GOCARDLESS D-002FZZY2RV6S;Fournisseurs;Achat courant
VIR TRESORERIE PONTOISE CENT;CA;Paiement client
VIR INST COMITE DE JUMELAGE;CA;Paiement client
VIR INST LNTB SPEEDPARK FACTURE;CA;Paiement client
VIR SPIE OPERATIONS;CA;Paiement client
VIR CSE LISI AEROSPACE;CA;Paiement client
PRLV SEPA BJT PARTNERS;Fournisseurs;Achat courant
VIR EPIROC FRANCE SAS;CA;Paiement client
VIR RBST CLIENT FACT;Fournisseurs;Achat courant
VIR BEDIER;CA;Paiement client
VIR INST HELLOVIAGER;CA;Paiement client
VIR REMB DOUBLE DEBIT FCT;Fournisseurs;Achat courant
VIR FLUX LE STRIKER -;CAPEX;Interco
VIR FARENEIT;CAPEX;n.a
VIR FAC;Fournisseurs;Achat courant
VIR AGG INVOICE;CAPEX;n.a
VIR LA VIE ACTIVE FACTURE;CA;Paiement client
VIR CLEAN BOZ;Fournisseurs;Achat courant
VIR CSE RESEAU FRANCE;CA;Paiement client
VIR RBT AVOIR;Fournisseurs;Achat courant
VIR S.A. PROTEOR;CA;Paiement client
VIR GAN ASSURANCES;CA;Paiement client
PRLV SEPA OVH SAS TWLN34310660F;Fournisseurs;Achat courant
VIR RBT DOUBLE REGLEMENT;Fournisseurs;Achat courant
VIR COLLEGE HENRI VINCENOT C;CA;Paiement client
PRLV SEPA OVH SAS TWLN34474185F;Fournisseurs;Achat courant
VIR LABO. URGO HEALTHCARE;CA;Paiement client
VIR GRAPE HOSPITALITY FRANCE;CA;Paiement client
VIR RBT DOUBLE RGT;Fournisseurs;Achat courant
PRLV SEPA OVH SAS TWLN33806868F;Fournisseurs;Achat courant
VIR SKELLO;Fournisseurs;Achat courant
VIR SPH;Fournisseurs;Achat courant
VIR V2G;Fournisseurs;Achat courant
VIR SGC VENAREY LES LAUMES;CA;Paiement client
VIR KLUBE ENERGIE;CA;Paiement client
VIR COLLEGE MAX HUTIN;CA;Paiement client
VIR TRESORERIE CHALON HOPITA;CA;Paiement client
VIR HABITAT JEUNES ACTIFS;CA;Paiement client
VIR SODIKART;CAPEX;n.a
VIR AXIMA REFRIGERATION FRAN;CA;Paiement client
VIR APEX - DEVIS;Fournisseurs;Achat courant
VIR SASU DEFIKART VIREMENT DE;CA;Paiement client
VIR PAUL KROELY V.I.;CA;Paiement client
VIR ALARME CONSEILS;Fournisseurs;Achat courant
VIR PRO KARTING -;Fournisseurs;Achat courant
VIR ADM.COMMUNALE DUDELANGE;CA;Paiement client
VIR THEVENIN;Fournisseurs;Achat courant
VIR DESAUTEL;Fournisseurs;Achat courant
VIR SERVIREST;CA;Paiement client
VIR PROKARTING;Fournisseurs;Achat courant
VIR SGC PUY VELAY;CA;Paiement client
VIR OGEC NOTRE-DAME;CA;Paiement client
PRLV SEPA OVH SAS TWLN33982655F;Fournisseurs;Achat courant
VIR DAME PIERRE CHANAY;CA;Paiement client
VIR TRESORERIE MACON HOPITAU;CA;Paiement client
VIR WURTH;Fournisseurs;Achat courant
PRLV SEPA SOREDIS PRELT RELEVE;Fournisseurs;Achat courant
PRLV SEPA OVH SAS TWLN34569594F;Fournisseurs;Achat courant
VIR JLL;Fournisseurs;Achat courant
VIR ADYEN N.V. TX50289402000XT TX50289402000XT;CA;Paiement client
VIR SELARL VINCENT ORTOLLAND;CA;Paiement client
VIR ALTIPLANO EPAGNY ECH;CAPEX;n.a
VIR ALTIPLANO FA;CAPEX;n.a
VIR FILEO INVEST FORT BOYARD;CA;Paiement client
VIR FLUX ECLIPSO NANTES -;CAPEX;Interco
VIR CM BSPP RJ;CA;Paiement client
VIR TD FONTAINEBLEAU TD FONTAINEBLEAU;CA;Paiement client
VIR CSE TRANSDEV COT;CA;Paiement client
VIR ANEP SPEED PARK;CA;Paiement client
VIR CSE SCADIF FACTURE;CA;Paiement client
VIR AEC;Fournisseurs;Achat courant
VIR OGF;CA;Paiement client
VIR INST FSE DU COLLEGE;CA;Paiement client
PRLV SEPA BNP PARIBAS LEASE;Fournisseurs;Achat courant
VIR SGC FONTENAY AUX ROSES;CA;Paiement client
PRLV SEPA APELAC IAZNTXZHD7UO SYSTEMPAY;Fournisseurs;Achat courant
VIR FD HOTEL PONT NEUF;CA;Paiement client
VIR INST FM LOGISTIC CSE;CA;Paiement client
VIR DE CSE COLGATE PALMOLIVE;CA;Paiement client
VIR INST CSE CHANEL PARFUMS;CA;Paiement client
VIR COURTOISE AUTO;Fournisseurs;Achat courant
VIR INST TRASSO TRASSO;CA;Paiement client
VIR CASI PARIS NORD;CA;Paiement client
VIR RICHE ET SEBASTIEN SPEED;CA;Paiement client
VIR ECO VALOR;CA;Paiement client
VIR SBA SPEED PARK -;CA;Paiement client
VIR BIOCODEX VIREMENTS SEPA;CA;Paiement client
VIR BADMINTON CLUB BCC -SPEEPARK;CA;Paiement client
VIR TVA;TVA / Impôts;TVA ou IS
VIR DDFIP VIENNE;CA;Paiement client
VIR FLUX ECLIPSO BDX -;CAPEX;Interco
VIR CE ADEME VALBONNE;CA;Paiement client
VIR CE THALES AVIONICS;CA;Paiement client
VIR LTP FA;Fournisseurs;Achat courant
VIR INST M. RICHAIN GUILLAUME;CA;Paiement client
VIR EMARGENCE EXPERT DEVIS N;CA;Paiement client
VIR CAF DE PARIS;CA;Paiement client
VIR ACTIS DEVIS;Fournisseurs;Achat courant
VIR INST KILOUTOU DEVIS;Fournisseurs;Achat courant
VIR INST ACOMPTE CANIGLIA;Fournisseurs;Achat courant
VIR NILFISK CDE;Fournisseurs;Achat courant
VIR BOUL DEVIS;Fournisseurs;Achat courant
VIR MANULEVAGE AVOIR;CA;Paiement client
VIR GOSTO;Fournisseurs;Achat courant
VIR LRPG;Fournisseurs;Achat courant
VIR ACTIS FC;Fournisseurs;Achat courant
VIR MANUTAN DEVIS;Fournisseurs;Achat courant
VIR DEFIBRIL;Fournisseurs;Achat courant
VIR GO IN AG;Fournisseurs;Achat courant
VIR LEISURE TECH;Fournisseurs;Achat courant
VIR FIVES MAINTENANCE;CA;Paiement client
VIR TRANSGOURMET OPERATIONS;CA;Paiement client
VIR INST COMPTE ASC CSE;CA;Paiement client
VIR INST FEDERATION DES FOYERS;CA;Paiement client
VIR DENTASMILE VIREMENT FORT BOYARD;CA;Paiement client
VIR CSE CYLAD CONSULTING;CA;Paiement client
VIR ACOMPTE SALAIRE JUIN;Salaires;n.a
VIR HANDIWORK REF COMMANDE :;CA;Paiement client
VIR BETEM MIDI-PYRENEES SAS;CA;Paiement client
VIR DBA CONSEIL DEVIS;CA;Paiement client
VIR SAMI;Fournisseurs;Achat courant
VIR INST ALEX LEGAL DOUBLON;CA;Paiement client
PRLV SEPA APELAC IF3SZH8UY48G SYSTEMPAY;Fournisseurs;Achat courant
VIR LOCATELLI;CA;Paiement client
VIR ASS COS TOUJOURS -;CA;Paiement client
VIR SGC ST JEAN DE;CA;Paiement client
VIR MOMIE GRENOBLE;CA;Paiement client
VIR ADYEN N.V. TX50076402400XT TX50076402400XT;CA;Paiement client
VIR SAGIMECA FA;Fournisseurs;Achat courant
VIR ALTIPLANO BDX ECH;CAPEX;n.a
VIR ELECTRICITE DE FRANCE;CA;Paiement client
PRLV SEPA AFDAS F4009166W -;Fournisseurs;Achat courant
VIR LABORATOIRE MICROSEPT;CA;Paiement client
VIR IGESA PRESTAT ACTIONS SO;CA;Paiement client
VIR GRANIOU IDF;CA;Paiement client
VIR MAJ;CA;Paiement client
VIR INST M BAMIK KHALID;CA;Paiement client
VIR NGE FONDATIONS;CA;Paiement client
VIR VINCI ENERGIES SYSTEMES;CA;Paiement client
VIR SERVICE INNOVATION GROUP;CA;Paiement client
VIR DE SCO ANGERS HOCKEY;CA;Paiement client
VIR LONGCHAMP;CA;Paiement client
VIR ADAPEI DU MAINE ET;CA;Paiement client
VIR TAPICO PF;Fournisseurs;Achat courant
VIR ADYEN N.V. TX49917434600XT TX49917434600XT;CA;Paiement client
VIR INST ASS SAVERDUN PYRENEES;CA;Paiement client
VIR ADYEN N.V. TX50289400400XT TX50289400400XT;CA;Paiement client
VIR INST QIIRO;CA;Paiement client
VIR KEOLIS GRAND PARIS VALLE;CA;Paiement client
VIR PAIERIE DEPARTEMENTALE S;CA;Paiement client
VIR ITM LOGISTIQUE ALIMENTAI;CA;Paiement client
VIR ADYEN N.V. TX50289402700XT TX50289402700XT;CA;Paiement client
VIR UNICIA VIR UNICIA;CA;Paiement client
VIR FONDATION ELLEN POIDATZ;CA;Paiement client
VIR CSP DU PARC;CA;Paiement client
VIR SNC SOLDE AU;Autres;
VIR CONDUCTOR INV;Fournisseurs;Achat courant
VIR INST FLUX OLC CIC;Fournisseurs;Achat courant
VIR INST LBO GLOBAL FAC;Fournisseurs;Achat courant
VIR KILESTE AVOCAT;Fournisseurs;Achat courant
VIR CERTINOMIS MIKE;Fournisseurs;Achat courant
VIR CTDI ROMANIA SRL;CA;Paiement client
VIR ADYEN N.V. TX50289401700XT TX50289401700XT;CA;Paiement client
VIR ASSOCIATION SCOLAIRE LA;CA;Paiement client
VIR CTE SOC ET ECO;CA;Paiement client
VIR LA REDOUTE;CA;Paiement client
VIR FLUX SP DEV- SP;CAPEX;Interco
VIR MW CONSEILS FA;Fournisseurs;Achat courant
VIR ASJ ING FA;CAPEX;
VIR RBT DBLE RGT;Fournisseurs;Achat courant
VIR CSE SF GARDY;CA;Paiement client
VIR LEVERNOIS RESTAURATION;CA;Paiement client
VIR ID SARL EPD VII;Fournisseurs;Achat courant
VIR FEES SEQUESTRE GF SALAISE;;
VIR FEES MB GF SALAISE;;
VIR CE BESANCON MOBILITES VIREMENT;CA;Paiement client
VIR DDFIP MOSELLE;CA;Paiement client
VIR S.A.S. LE STRIKER;CA;Paiement client
PRLV SEPA OVH SAS TWLN34505373F;Fournisseurs;Achat courant
VIR DAUNAT BOURGOGNE;CA;Paiement client
VIR MALAKOFF;Fournisseurs;Achat courant
VIR SCI INES DEPOT GARANTIE;CA;Paiement client
PRLV SEPA APELAC IAZU5I6AXOAO SYSTEMPAY;Fournisseurs;Achat courant
PRLV SEPA SAS POTION OF;Fournisseurs;Achat courant
PRLV SEPA GOCARDLESS D-0032P32DX7CV;Fournisseurs;Achat courant
VIR INST VF CHAMBLY VOLFONI;CA;Paiement client
PRLV SEPA GOCARDLESS D-0038W80432BV;Fournisseurs;Achat courant
VIR CSE SORIN ASC;CA;Paiement client
VIR SERVICE DE GESTION COMPT;CA;Paiement client
VIR INST TEAM MIX ART;CA;Paiement client
VIR CERCLE HIPPOCRATE ACH FACTURE;CA;Paiement client
VIR PATHE CINEMAS FRANCE;CA;Paiement client
VIR LOISIRS ASC ALLIANZ;CA;Paiement client
VIR CSE SEMIKRON DANFOSS FACTURES;CA;Paiement client
VIR COMITE OEUVRES SOCIALES COMMANDE;CA;Paiement client
VIR CSE ENT SAFRAN AEM;CA;Paiement client
VIR INST CERCLE MIXTE DE;CA;Paiement client
VIR GRENKE;Fournisseurs;Achat courant
VIR INST RUGBY CLUB VALLEE;CA;Paiement client
VIR ECO PROTECTION;CA;Paiement client
VIR FRANCILITE VAL PARISIS VIRT;CA;Paiement client
VIR SAS SW TP;CA;Paiement client
VIR INST CSE KEOLIS SEINE;CA;Paiement client
VIR CTE ETAB CE DU;CA;Paiement client
VIR TOULOISIRS FACTURE;CA;Paiement client
VIR ATELIER SAINT JOSEPH EBE;CA;Paiement client
VIR C.S.E.E. - I.A.F. VIRT;CA;Paiement client
VIR CSE HAS SPEED PARK;CA;Paiement client
FLUX SPH GF-GF REIMS;CAPEX;Interco
CHR Consulting;;
FLUX FBA H-FBA MARSEILLE;CAPEX;Interco
VIR ALPES CONTROLES FA247403ST;Fournisseurs;Achat courant
FLUX FBA H-FBA EPAGNY;CAPEX;Interco
VIR INST DEPOT DE GARANTIE;CAPEX;Depot de guarantie
VIR COM CAUTIONS DECOMPTE;;
FLUX ECLIPSO H-ECLIPSO NANT;CAPEX;Interco
VIR FLUX SERVON - SPH;CAPEX;Interco
VIR SECLA FACT;;
VIR SGC YERRES FAC.;;
VIR SGC YERRES SORTIE;;
VIR SGC COULOMMIERS FACT;;
VIR SERVON FD FLUX;CAPEX;Interco
VIR FLUX FONTAINE DEVELOPPE-SPH;CAPEX;Interco
FACT F CCL;;
VIR SGC COMPIEGNE FAC;;
VIR AGRI SANTERRE FOURN;;
VIR DUMONT LECUYER DUMONT;;
VIR PROPRETE CLIENT-PROPRETE;;
VIR STRIPE REGIONDO;CA;Paiement client
VIR SPAC IMEX BORDEAUX;;
VIR FLUX ECLIPSO BORD-ECLIPSO H;CAPEX;Interco
VIR ASCE CEREMA FACTURE;;
VIR HOLDING EO'S ECLIPSO;;
VIR RBST CLIENT TROP PERCU;CA;Paiement client
VIR FLUX ECLIPSO PAR-ECLIPSO H;CAPEX;Interco
VIR THALASSO N DEVIS;;
VIR FLUX ECLIPS PARIS-ECLIPSO H;CAPEX;Interco
VIR ECLIPSO PARIS-ECLIPSO H;CAPEX;Interco
FLUX OLC - ECLIPSO H;CAPEX;Interco
FLUX ECLIPSO PAR-ECLIPSO H;CAPEX;Interco
FLUX ECLIPS PARIS-ECLIPSO H;CAPEX;Interco
FLUX ECLIPSO BORD-ECLIPSO H;CAPEX;Interco
FLUX ECLIPSO PARI-ECLIPSO H;CAPEX;Interco
VIR FLUX ECLIPSO H-ECLIPSO LYON;CAPEX;Interco
VIR FLUX ECLIPSO H-ECLIPSO NICE;CAPEX;Interco
FLUX OLC-ECLIPSO HOLDING;CAPEX;Interco
FLUX SPD - SP AUBERGENVILLE;CAPEX;Interco
FLUX SPD - SP BORDEAUX;CAPEX;Interco
VIR FLUX SP VALD- SPENDESK;Fournisseurs;Achat courant
FLUX SP D-SP VDE;CAPEX;Interco
VIR RESID CONCEPT DEVIS;;
FLUX FBA H-FBA ROUEN;CAPEX;Interco
FLUX FBA H-FBA VDE;CAPEX;Interco
VIR COMETI DEVIS;;
VIR DIRICKX INDUSTRIES /INV/ACOMPTE;;
VIR APHRODITE FBA ANGRES;CA;Paiement client
VIR MADEMOISELLE CHRISTELLE DECATHLON;;
VIR H2M N DEVIS;;
VIR SGC TRAPPES FAC.;;
VIR FLUX FBA VELLIZY- SPENDESK;Fournisseurs;Achat courant
VIR SGC PANTIN FAC.;;
VIR FLUX FBA VELIZY-FBA H;CAPEX;Interco
VIR SGC MONTROUGE FAC.;;
VIR SGC CHELLES FACTURE;;
VIR DOUBLE REGLEMENT;Fournisseurs;Achat courant
VIR PROBLEME FACTURATION;Fournisseurs;Achat courant
VIR SGC SEGRE FAC.;;
VIR LCDA ACPT SPEED;;
VIR DEV SPEED;;
VIR LEFRANCQ IMPRIMEUR ACOMPTE;;
FLUX OLC-OTIUM CITY;CAPEX;Interco
VIR MINT DEVIS FORBOYARD;;
VIR GLOBAL SOFT FORT;;
VIR CPAM F19582-2025-PRO;;
VIR SGC LITTORAL FAC.;;
VIR MUTAC FORT BOYARD;;
VIR FLUX FBA MONTPELLIER-FBA H;CAPEX;Interco
VIR FBA DEPOT DE;;
FLUX FBA MONTPELLIER-FBA H;CAPEX;Interco
FLUX FBA VELIZY-FBA H;CAPEX;Interco
FLUX FBA GRENOBLE-FBA H;CAPEX;Interco
FLUX FBA BRETIGNY-FBA H;CAPEX;Interco
FLUX OLC-FBA HOLDING;CAPEX;Interco
PRLV SEPA GOCARDLESS ONE;;
VIR FLUX FBA H-FBA VDE;CAPEX;Interco
VIR SGC MEAUX FN;;
VIR SGC CHELLES FAC.;;
VIR SGC CHELLES SORTIE;;
VIR SGC MEAUX N;;
VIR TSO TRANSFER ID;;
VIR VERS GUEGADEN MARINE;;
VIR VERS GUYOMARD KYLIAN;;
VIR VERS JABBAR LINA;;
VIR VERS LUC IBRAHIM;;
VIR VERS MIE AMANDINE;;
VIR VERS OSMANI ADAM;;
VIR VERS NIQUIN NOE;;
VIR VERS SOHIER-LOPEZ CARLA;;
VIR VERS TOMEH MARION;;
VIR VERS VELLUTINI LEONARD;;
VIR SGC EVRY FACTURE;;
PRLV SEPA A.S.T.E. FACTURE;;
VIR VERS CORALIE ELLYNE;;
VIR VERS MELISSA DAVAINE;;
VIR VEGA AUTOMOBILES FACT;;
VIR RUBIX FRANCE DEVIS;;
VIR SGC TROYES SORTIE;;
VIR SGC EVRY FAC.;;
VIR SGC SENS FAC.;;
VIR INST M. LELONG THOMAS;CA;Paiement client
FLUX SPH - OLC;CAPEX;Interco
VIR FLUX OLC - OLI;CAPEX;Interco
PRLV SEPA SILAEXPERT RGT;;
VIR CPAM PRESTATIONS;;
VIR FLUX OLC-FBA HOLDING;CAPEX;Interco
VIR FLUX OLC-OTIUM CITY;CAPEX;Interco
VIR FLUX OLC-ECLIPSO HOLDING;CAPEX;Interco
VIR MANGOPAY FUNBOOKER;;
VIR DDFIP SAONE-ET-LOIRE FACTURE;;
VIR ATALIAN PROPRETE ATALIAN;;
VIR REGUL SALAIRE;Salaires;n.a
VIR SGC TARARE FAC.;;
FLUX ECLIPSO H-ECLIPSO LYON;CAPEX;Interco
PRLV SEPA ROOLE-IDENTICAR PRELEVEMENT;;
FLUX SPD - SP TOURCOING;CAPEX;Interco
PRLV SEPA PRELEVEMENT;;
FLUX SPH - SPD;CAPEX;Interco
FLUX SP TOURCOING - SPD;CAPEX;Interco
VIR FLUX SPD - SPH;CAPEX;Interco
VIR SP DEPOT DE;;
FLUX SP ANGERS - SPD;CAPEX;Interco
VIR FACTURE ACOMPT;;
VIR PARTICIPAT BLASKET EUROP SL;Fournisseurs;Achat courant
FLUX SP ANGERS-SP D;CAPEX;Interco
VIR FLUX SP D-SP VDE;CAPEX;Interco
FLUX MKI - SPH;CAPEX;Interco
VIR EMRESA S.A. JUSTIFICATIF;;
FLUX GF - SPH GF;CAPEX;Interco
FLUX GF MACON-SPH GF;CAPEX;Interco
VIR FLUX SPH GF-GF REIMS;CAPEX;Interco
VIR SUMUP LIMITED SUMUP;;
FLUX FONTAINE DEV - SPH;CAPEX;Interco
FLUX CONFLANS - SPH;CAPEX;Interco
VIR REMB PRET BNP;CAPEX;Amortissement
FLUX SERVON - SPH;CAPEX;Interco
FLUX SPD - SPH;CAPEX;Interco
VIR FLUX SPH - OLC;CAPEX;Interco
VIR REMB PRET BPI;CAPEX;Amortissement
VIR INST PROPRETE FA;;
VIR FLUX SPH - IMAGIPARK;CAPEX;Interco
PRLV SEPA SICAE-OISE ELECTRICITE;;
FACT DEPOT N DU;;
FLUX TORCY FD - SPH;CAPEX;Interco
VIR DENTSU FRANCE V36794/FR;;
FLUX CONFLANS-SPH;CAPEX;Interco
FLUX CHAMBLY-SPH;CAPEX;Interco
FLUX TORCY-SPH;CAPEX;Interco
FLUX HENIN - SPH;CAPEX;Interco
VIR E.S.A.T. EZANVILLE PARK;;
VIR FLUX CHAMBLY - SPH;CAPEX;Interco
VIR DDFIP OISE F.;;
VIR SGC GARGES SORTIE;;
VIR FLUX CHAMBLY-SPH;CAPEX;Interco
VIR SGC ERMONT FAC.;;
FLUX SPH - CONFLANS L;CAPEX;Interco
VIR MEETING CONTACT IDEMIA;;
VIR EPEL FACTURE;;
VIR ILEX VIT SPEED;;
VIR FLUX CONFLANS-SPH;CAPEX;Interco
VIR SGC ARGENTEUIL FAC;;
FLUX SPH - ADL;CAPEX;Interco
VIR FLUX LE STRIKER-SPH GF;CAPEX;Interco
VIR RELEVE AVRIL;Fournisseurs;Achat courant
VIR VACHEZ INDISTRIE;Fournisseurs;Achat courant
VIR CLEAN FIT;Fournisseurs;Achat courant
FLUX OLC-AG HOLDING FR;CAPEX;Interco
VIR AG DEPOT DE;;
PRLV SEPA SWILE SWILE;;
PRLV SEPA LO;;
PRLV SEPA CORIOLIS SCOR/4987533A;;
PRLV SEPA CE BOWLING;;
FLUX SPH-HENIN;CAPEX;Interco
VIR CID COTISATION;Fournisseurs;Achat courant
VIR SGC AUXONNE FACT;;
PRLV SEPA AVEM /INV/NT;;
